Date,US.GOVT.B,US.GOVT.13,US.GOVT,US.AGG,GL.AGG.H,US.MBS,US.CORP,US.CORP.IND,US.CORP.FIN,US.CORP.UTIL,US.HY,EMD.USD,US.EQ,GL.EQ,AC.EQ,EM.EQ,HF.FOFD,HF.EVENT,HF.EQUITY,HF.RV,HF.MACRO,REIT,US.PE,GOLD,COMDTY
2011-09-30,198.19,473.7352,749.022,1750.19,415.0849,1819.29,2184.58,2254.52,2052.55,2314.82,1194.32,539.37,1131.42,1104.06,280.64,880.43,4401.1942,11180.7089,14119.6338,8440.1893,14231.7312,3228.59,28966.43,1623.97,281.8526
2011-10-31,198.2,474.1043,742.9594,1752.07,414.6773,1819.24,2223.63,2290.46,2102.5,2333.07,1265.89,563.69,1253.3,1217.3,310.41,995,4434.5045,11519.0017,14812.6388,8547.0722,14100.214,3653.98,31913.29,1714.85,300.5066
2011-11-30,198.21,474.332,748.3281,1750.55,412.4269,1822.55,2180.05,2252.8,2039.14,2325.41,1238.6,560.39,1246.96,1184.6,300.45,928.32,4397.216,11382.5289,14513.199,8496.2237,14008.1811,3522.02,31478.47,1746.38,293.8383
2011-12-30,198.22,474.5612,755.2207,1769.79,418.6998,1835.33,2226.65,2305.98,2077.64,2366.77,1271.5,567,1257.61,1182.59,299.51,916.39,4375.6293,11358.5941,14380.5085,8528.4283,13973.4763,3682.29,31855.6,1563.7,282.8255
2012-01-31,198.22,475.1157,758.3734,1785.33,422.8371,1842.81,2275.95,2342.45,2153.61,2394.07,1310.1,576.99,1312.41,1240.89,316.65,1019.39,4444.5266,11646.5118,14938.8209,8696.7656,14150.5781,3919.93,34920.29,1737.6,289.8194
2012-02-29,198.22,474.4371,752.984,1784.92,424.3657,1844.51,2295.11,2358.55,2180.11,2404.92,1341.22,594.02,1365.68,1298.72,331.93,1079.44,4503.1986,11863.5801,15371.0662,8833.892,14262.2939,3892.19,35877.63,1696.85,297.6407
2012-03-30,198.24,474.1315,745.6473,1775.14,423.7516,1845.71,2272.94,2323.46,2182.97,2365.01,1339.35,594.58,1408.47,1312.01,333.3,1041.45,4509.3872,11910.4274,15371.8802,8879.4408,14074.2376,4063.87,37651.73,1668.35,285.3287
2012-04-30,198.25,475.1368,756.2645,1794.82,426.3925,1857.68,2304.67,2358.32,2205.49,2412.2,1353.37,605.02,1397.91,1293.99,328.67,1026.02,4496.6951,11870.8966,15246.0168,8905.2674,13992.7004,4175.81,37112.78,1664.75,284.1211
2012-05-31,198.29,475.3738,768.9592,1811.06,430.8311,1863.56,2322.06,2381.88,2205.03,2457.9,1335.7,588.25,1310.33,1177.64,297.98,906.3,4443.1807,11594.2962,14527.5068,8811.3685,14049.1825,4012.72,34840.17,1560.42,258.1752
2012-06-29,198.3,475.0748,766.4116,1811.77,430.1245,1865.72,2330.3,2385.6,2225.19,2451.5,1363.9,609.24,1362.16,1235.72,312.11,937.35,4425.1383,11615.0216,14661.4244,8889.139,13849.6605,4244.87,36841.61,1597.4,272.3567
2012-07-31,198.33,476.1988,773.96,1836.76,435.9534,1880.71,2397.35,2455.94,2284.63,2527.87,1389.85,633.63,1379.32,1250.57,316.02,952.49,4465.0783,11669.1988,14701.7959,8995.954,14127.8858,4345.05,36532.97,1614.3,289.9744
2012-08-31,198.36,476.2406,773.0331,1837.96,436.9889,1882.83,2402.68,2451.83,2307.43,2527.09,1406.12,640.98,1406.58,1279.21,322.14,947.33,4494.549,11801.7955,14874.9617,9090.7,14095.6423,4356.42,37522.2,1692.01,293.7393
2012-09-28,198.38,476.297,770.6349,1840.49,438.7212,1886.74,2419.55,2463.36,2337.6,2530.7,1425.69,650.42,1440.67,1311.5,331.58,1002.66,4523.9378,11952.3032,15166.7996,9210.0716,14091.3888,4320.99,39318.21,1772.1,298.7492
2012-10-31,198.39,476.0369,769.4041,1844.11,439.9594,1883.58,2450.71,2494.42,2367,2569.01,1438.21,655.73,1412.16,1301.52,329.07,995.33,4514.5221,12004.1345,15129.0996,9269.759,13832.4846,4302.37,38166.14,1720.65,287.179
2012-11-30,198.43,476.4394,773.2682,1847.02,442.1774,1880.34,2446.81,2483.47,2376.52,2559.45,1449.72,665.91,1416.18,1315.49,332.64,1007.02,4534.9211,12126.9905,15197.2258,9321.7604,13823.5672,4275.74,37943.58,1714.8,287.3272
2012-12-31,198.46,476.596,770.122,1844.39,442.6318,1882.91,2445.25,2480.13,2381.96,2545.06,1472.56,672.1,1426.19,1338.5,339.75,1055.2,4586.0747,12367.9733,15445.9293,9431.3611,13964.7167,4408.71,38578.8,1675.35,279.8362
2013-01-31,198.48,476.6692,764.0495,1831.49,440.205,1873.49,2423.5,2448.75,2377.5,2518.77,1492.3,662.54,1498.11,1405.47,355.1,1069.01,4680.1813,12650.9735,15961.2946,9598.2101,14177.955,4597.85,41623.11,1663.65,286.5446
2013-02-28,198.48,477.0643,767.9696,1840.67,442.8742,1879.84,2442.16,2463.66,2399.44,2547.44,1499.88,661.6,1514.68,1405.18,354.43,1054.62,4692.4615,12697.0478,16011.8104,9635.4428,14081.666,4657.02,41937.59,1579.58,274.8341
2013-03-29,198.51,477.1596,768.7054,1842.14,445.1631,1882.03,2442.63,2463.09,2402.87,2543.94,1515.15,656.62,1569.19,1434.51,360.06,1034.9,4736.1889,12824.6302,16207.5242,9720.5165,14139.0343,4809.98,44375.48,1598.75,276.686
2013-04-30,198.54,477.6333,775.3987,1860.78,450.048,1892.04,2487.23,2511.7,2435.51,2607.39,1542.56,675.23,1597.57,1476.14,369.42,1039.45,4776.9083,12951.8361,16266.813,9823.9705,14231.3532,5084.843,44380.56,1476.75,268.9637
2013-05-31,198.56,476.9792,762.3342,1827.58,443.6341,1863.03,2428.94,2448.01,2394.79,2518.97,1533.62,649.5,1630.74,1471.93,367.19,1008.88,4806.322,13190.1807,16465.838,9830.1088,14053.3143,4747.973,46168.77,1387.92,262.9314
2013-06-28,198.57,476.7416,754.4829,1799.31,437.4596,1845.11,2361.89,2377.4,2336.05,2442.32,1493.4,616.82,1606.28,1433.55,355.81,940.33,4743.1795,13053.9489,16196.6099,9712.7391,13832.8314,4636.264,46605.53,1234.57,250.5353
2013-07-31,198.59,477.4589,753.6198,1801.77,439.1923,1843.45,2381.57,2394.36,2359.65,2464.94,1521.71,622.68,1685.73,1507.91,372.49,947.55,4786.7651,13235.6596,16563.7056,9768.5599,13825.0689,4662.278,49955.01,1325.25,253.9487
2013-08-30,198.61,477.0252,750.1162,1792.56,437.5248,1838.18,2364.84,2375.27,2348.78,2441.68,1512.46,605.99,1632.97,1472.74,363.98,929.54,4753.4338,13203.9158,16423.1653,9757.4068,13675.417,4367.026,48614.22,1395.15,262.5888
2013-09-30,198.63,478.0448,755.111,1809.53,441.0758,1864.06,2381.27,2390.13,2372,2445.78,1527.48,622.17,1681.55,1543.67,382.07,987.46,4810.9002,13407.6352,16860.5823,9864.7998,13652.6752,4518.008,51646,1328.94,255.8818
2013-10-31,198.62,478.495,758.637,1824.16,445.0392,1876.76,2416.48,2425.37,2406.37,2484.66,1565.75,638.78,1756.54,1602.86,397.11,1034.42,4869.0026,13609.5806,17199.4118,9973.2973,13765.9161,4698.026,52120.51,1323.1,252.1034
2013-11-29,198.62,478.9241,756.2809,1817.33,444.4295,1865.08,2411.69,2416.98,2410.08,2472.55,1573.7,624.22,1805.81,1628.42,402.05,1018.28,4925.5621,13750.7259,17405.0587,10021.0015,13838.0215,4475.265,55174.96,1253.49,250.0857
2013-12-31,198.65,478.3363,749.6852,1807.06,442.0281,1856.28,2407.75,2415.05,2404.21,2463.93,1582.19,627.86,1848.36,1661.07,408.55,1002.69,5000.5624,13914.8364,17651.227,10098.0128,13903.1242,4511.897,56851.43,1205.65,253.1865
2014-01-31,198.67,479.0565,759.4825,1833.76,448.3776,1885.3,2451.39,2462.88,2434.55,2527.94,1593.29,621.46,1782.59,1598.46,391.92,936.53,4977.1834,13914.8228,17478.9205,10158.6849,13784.7439,4672.34,57761.54,1244.55,253.9401
2014-02-28,198.67,479.4529,761.4396,1843.51,450.5812,1891.79,2476.88,2490.29,2457.58,2551.81,1625.52,641.62,1859.45,1675.4,410.13,966.42,5055.1519,14174.9099,17922.4913,10284.2131,13983.1011,4888.875,60490.66,1326.44,269.7739
2014-03-31,198.69,478.9677,759.375,1840.37,451.0242,1885.7,2478.53,2494.25,2453.99,2557.54,1629.36,649.71,1872.34,1673.87,411.02,994.65,5024.3344,14190.5984,17848.0118,10333.0509,13857.1305,4907.23,59274.56,1284.01,270.8832
2014-04-30,198.71,479.5777,763.4341,1855.9,454.1452,1903.14,2508.22,2526.14,2476.45,2598.76,1639.68,659.84,1883.95,1687.74,414.09,995.28,4989.9994,14199.72,17717.9244,10392.6804,13865.7895,5049.226,55354.12,1291.55,277.4815
2014-05-30,198.71,480.4173,770.361,1877.03,458.526,1926.04,2542.51,2562.77,2504.69,2640.61,1654.76,680.92,1923.57,1715.18,421.53,1027.69,5049.6169,14330.1331,17916.2343,10480.885,13944.6886,5194.035,55198.45,1249.73,269.5049
2014-06-30,198.72,480.213,769.3511,1878,460.0841,1931.09,2544.49,2563.32,2508.8,2643.45,1668.59,684.97,1960.23,1743.42,428.75,1050.78,5100.6481,14518.7482,18225.4388,10582.0465,14041.6763,5251.622,58408.02,1327.32,271.1121
2014-07-31,198.73,479.8525,768.207,1873.29,461.0745,1919.76,2543.07,2562.1,2506.1,2646.09,1646.34,685.77,1930.67,1714.35,423.04,1065.77,5078.9121,14425.5768,18049.0861,10576.3643,13986.1822,5242.381,54315.28,1282.55,257.6011
2014-08-29,198.75,480.6555,776.0563,1893.97,466.693,1937.74,2579.75,2603.12,2532.76,2694.39,1672.43,690.3,2003.37,1748.69,431.55,1087.88,5120.0284,14477.7708,18339.7194,10638.1545,14195.9997,5419.773,56599.29,1287.82,254.9088
2014-09-30,198.76,480.3577,771.8876,1881.11,465.3177,1934.61,2542.53,2559.13,2507.66,2655.41,1637.42,673.67,1972.29,1698.41,416.85,1005.33,5119.1174,14269.2135,17977.8341,10599.2642,14349.2933,5113.223,53379.03,1208.16,239.0387
2014-10-31,198.76,481.6808,779.2492,1899.6,468.7089,1953.34,2568.56,2584.49,2531.89,2695.95,1656.88,684.77,2018.05,1708.09,419.45,1016.07,5088.2662,14031.0887,17963.2559,10529.296,14320.5284,5556.749,55026.63,1173.48,237.1171
2014-11-28,198.77,482.3563,785.4197,1913.08,473.1102,1966.13,2585.87,2601.2,2551.78,2706.74,1644.82,682.12,2067.56,1739.5,425.82,1004.72,5157.8643,14103.504,18033.2797,10552.9335,14642.9534,5686.036,54336.55,1167.4,227.4715
2014-12-31,198.76,481.1963,786.5908,1914.87,475.5595,1969.17,2587.44,2598.65,2552.41,2746.03,1621,662.57,2058.9,1709.67,417.12,956.31,5171.542,14064.864,17970.5928,10503.6382,14678.3425,5740.432,56734.78,1184.86,210.1242
2015-01-30,198.8,483.6245,806.7423,1955.02,484.4286,1985.88,2665.94,2681.4,2613.31,2871.99,1631.71,664.85,1994.99,1677.54,410.33,961.61,5180.5406,13915.7112,17788.3929,10505.6192,15047.0197,6067.929,54798.4,1283.78,203.1056
2015-02-27,198.81,482.5831,794.3653,1936.64,481.5664,1982.65,2638.92,2654.76,2592.01,2815.1,1671.04,673.13,2104.5,1772.86,432.47,990.28,5275.4324,14265.5357,18271.9026,10656.3314,15076.5061,5902.823,57534.91,1213.22,208.3382
2015-03-31,198.81,483.6827,799.2011,1945.63,484.3258,1989.99,2647.34,2662.82,2603.08,2814.69,1661.89,676.22,2067.89,1740.81,424.76,974.57,5307.33,14319.3169,18323.7581,10693.9908,15161.1632,5962.117,58232.71,1183.67,197.6373
2015-04-30,198.85,483.8836,795.0676,1938.65,481.6179,1990.82,2628.8,2641.62,2593.18,2777.79,1681.95,689.55,2085.51,1778.4,436.3,1047.78,5306.301,14499.8321,18657.8161,10809.5862,14980.096,5683.599,56640.45,1184.37,208.9695
2015-05-29,198.86,484.2466,793.6275,1933.98,479.6215,1990.36,2611.64,2620.99,2587.81,2734.52,1687.05,685.85,2107.39,1779.31,434.51,1004.22,5355.9299,14598.0885,18836.1937,10850.8886,14972.8903,5673.832,58418.88,1190.55,203.3312
2015-06-30,198.87,484.3737,786.7292,1912.89,473.6929,1975.18,2563.64,2569.65,2548.9,2670.86,1661.94,674.24,2063.11,1735.61,423.51,972.25,5297.1173,14405.0148,18660.2489,10777.9944,14626.7699,5428.652,59272.54,1172.42,206.8436
2015-07-31,198.87,484.6022,793.1564,1926.19,478.3845,1987.63,2580.95,2583.72,2568.01,2708.06,1652.26,677.01,2103.84,1765.6,426.78,901.68,5322.8918,14262.7802,18439.3127,10752.0696,14757.0355,5692.286,58759.43,1095.82,184.8788
2015-08-31,198.88,484.4011,793.5755,1923.42,477.0913,1989.31,2565.67,2562.52,2563.97,2691.02,1623.48,669.73,1972.18,1645.43,396.73,818.73,5233.5485,13947.9181,17835.3442,10616.7847,14520.1258,5369.701,55128.05,1134.81,183.1802
2015-09-30,198.96,485.8006,800.3023,1936.43,479.9209,2000.94,2584.8,2577.81,2587.38,2723.54,1581.23,660.48,1920.03,1581.92,381.65,792.05,5141.4202,13618.8349,17491.8265,10498.8698,14513.8194,5468.22,51937.41,1115.07,176.9206
2015-10-30,198.93,485.3332,797.4825,1936.76,481.4774,2002.26,2595.6,2591.19,2594.93,2727.84,1624.7,681.34,2079.36,1705.8,411.25,847.84,5175.102,13802.3836,18011.3923,10603.1404,14501.5378,5799.021,53990.92,1142.16,176.1312
2015-11-30,198.91,484.1612,794.2647,1931.64,481.6991,1999.54,2589.92,2581.68,2597.42,2717.15,1588.59,680.95,2080.41,1694.4,407.2,814.3,5198.6408,13702.7692,18003.2936,10570.2533,14702.662,5792.922,56304.8,1064.77,163.3542
2015-12-31,198.95,483.6902,792.9698,1925.4,480.3956,1998.89,2569.73,2553.05,2591.02,2705.67,1548.58,670.71,2043.94,1662.79,399.36,794.14,5162.855,13565.28,17795.703,10473.073,14493.355,5858.144,53564.16,1061.41,158.3135
2016-01-29,199.01,486.5573,809.5646,1951.89,487.4231,2024.83,2578.84,2551.85,2608.92,2766.02,1523.69,669.38,1940.24,1562.18,375.02,742.37,5060.535,13135.935,16980.249,10302.348,14641.386,5646.214,47726.14,1118.17,155.6528
2016-02-29,199.06,487.0504,816.7743,1965.74,492.1081,2032.39,2599.67,2583.1,2604.72,2804.95,1532.4,682.91,1932.23,1547.17,371.66,740.33,5006.518,13067.719,16904.146,10245.454,14858.856,5631.973,47172.24,1238.74,153.121
2016-03-31,199.18,487.8526,817.9652,1983.77,496.1594,2038.4,2671.78,2673.23,2649.49,2840.39,1600.51,705.69,2059.74,1648.12,398.26,836.8,5015.95,13468.53,17481.58,10437.519,14718.331,6194.958,49918.08,1232.7,158.9728
2016-04-29,199.25,488.0899,817.1118,1991.39,497.0019,2041.7,2708.36,2717.94,2672.22,2868.22,1663.17,719.2,2065.3,1670.8,403.34,840.19,5036.683,13727.713,17679.62,10603.648,14706.416,6094.695,51614.54,1293,172.5048
2016-05-31,199.26,487.5524,817.1516,1991.9,499.1028,2044.34,2706.27,2710.14,2675.29,2892.59,1673.44,717.06,2096.96,1674.61,402.57,807.45,5059.882,13869.259,17791.746,10696.745,14570.16,6242.507,51823.79,1215.33,172.1789
2016-06-30,199.38,490.4136,835.2534,2027.69,508.6037,2060.95,2767.19,2780.56,2714.32,2969.76,1688.84,743.81,2098.86,1653.23,399.29,834.1,5038.98,13861.343,17723.72,10752.345,14893.581,6662.125,51002.91,1322.2,179.2913
2016-07-29,199.43,490.15,838.34,2040.51,511.6424,2065.17,2807.62,2824,2747.01,3019.48,1734.5,755.38,2173.6,1721.79,416.09,873.47,5108.254,14122.633,18195.081,10882.986,15011.659,6918.713,53779.06,1351,170.1268
2016-08-31,199.47,489.3899,833.8352,2038.18,511.3816,2067.55,2813.12,2831.02,2752.32,3013.02,1770.79,768.96,2170.95,1719.52,416.61,893.68,5123.122,14359.912,18353.711,10980.321,14790.36,6695.544,55115.42,1308.97,167.129
2016-09-30,199.56,489.9543,832.6447,2036.98,511.3205,2073.24,2806.15,2824.51,2747.09,2994.37,1782.59,771.57,2168.27,1725.67,418.43,903.46,5128.311,14484.44,18536.491,11070.738,14739.405,6603.684,57375.17,1315.75,172.3635
2016-10-31,199.62,489.6041,823.627,2021.4,506.3627,2067.79,2783.32,2796.1,2738.24,2956.95,1789.47,760.27,2126.15,1690.92,411.01,905.09,5109.998,14499.084,18388.035,11101.094,14558.179,6284.26,53818.77,1277.3,171.5215
2016-11-30,199.64,487.6995,801.9652,1973.59,497.9996,2032.37,2708.65,2714.37,2683.97,2850.4,1780.98,728.6,2198.81,1712.09,413.43,862.83,5128.977,14748.313,18614.42,11144.464,14513.279,6146.93,59332.3,1173.25,173.8088
2016-12-30,199.71,487.8347,801.122,1976.37,499.3642,2032.34,2726.78,2736.39,2694.68,2868.82,1813.85,739.08,2238.83,1751.22,421.84,862.27,5185.878,14998.93,18769.165,11276.455,14643.26,6407.339,62058.32,1152.27,176.9417
2017-01-31,199.83,488.4765,802.9206,1980.25,497.5453,2031.65,2735.18,2743.93,2703.68,2882.06,1840.19,749.69,2278.87,1792.4,433.13,909.23,5224.839,15221.752,19118.981,11421.255,14577.532,6423.266,61555.89,1210.65,177.1814
2017-02-28,199.92,488.9601,806.8651,1993.56,501.8046,2041.37,2766.55,2777.35,2731.31,2913.56,1866.97,765.25,2363.64,1838.7,444.5,936.37,5270.419,15340.53,19327.614,11491.657,14693.677,6687.338,62575.65,1248.33,177.5513
2017-03-31,199.93,489.1314,806.4564,1992.51,501.5731,2041.95,2760.12,2769.92,2729.15,2896.75,1862.81,767.91,2362.72,1853.69,448.87,958.37,5284.227,15364.123,19496.115,11526.587,14628.624,6599.967,63554.92,1249.35,172.8258
2017-04-28,200.06,489.7907,812.0108,2007.89,504.9745,2055.27,2789.61,2801.46,2754.29,2929.04,1884.32,780.44,2384.2,1878.28,455.17,977.96,5305.239,15498.821,19641.294,11558.939,14648.539,6640.257,64157.22,1268.29,170.2237
2017-05-31,200.16,490.4062,817.2902,2023.34,507.9219,2068.03,2821.68,2835.33,2781.46,2968.84,1900.7,786.91,2411.8,1911.74,463.79,1005.33,5317.93,15519.83,19707.448,11558.345,14661.818,6627.035,63361.55,1268.94,167.9627
2017-06-30,200.31,489.9956,815.9787,2021.31,506.5003,2059.72,2830.31,2844.75,2787.56,2982.5,1903.27,784.89,2423.41,1916.43,465.09,1010.8,5304.147,15598.662,19874.946,11580.782,14533.058,6759.28,65688.9,1241.55,167.6399
2017-07-31,200.48,491.0498,817.3307,2030.01,508.1654,2069.03,2851.01,2865.23,2807.98,3007.22,1924.35,790.05,2470.3,1961.1,477.58,1066.23,5352.04,15728.405,20166.799,11662.468,14626.146,6841.514,65679.71,1269.43,171.4304
2017-08-31,200.69,491.9836,826.1032,2048.21,512.7964,2084.15,2873.15,2884.97,2829.87,3053.96,1923.6,803.7,2471.65,1959.74,478.41,1087.7,5403.171,15721.667,20288.827,11680.934,14741.621,6888.979,64635.79,1321.4,172.1214
2017-09-29,200.85,491.1563,819.0804,2038.46,510.4292,2079.48,2868.16,2882.65,2823.73,3029.37,1940.87,803.6,2519.36,2000.55,486.88,1081.72,5430.537,15833.404,20572.704,11730.933,14613.785,6843.979,69868.76,1280.15,171.8648
2017-10-31,201.01,490.8406,818.0963,2039.64,512.582,2078.83,2879.74,2895.01,2832.36,3048.22,1949.07,805.04,2575.26,2036.8,496.62,1119.08,5497.193,15900.674,20788.236,11751.012,14901.084,6839.074,69478.66,1271.08,175.5502
2017-11-30,201.16,489.8378,817.0134,2037.02,513.3761,2075.83,2875.55,2889.51,2828.94,3052.45,1944.09,802.89,2647.58,2077.36,505.44,1120.79,5493.59,15922.777,20990.403,11759.613,14872.476,7012.168,71343.72,1274.94,174.7404
2017-12-29,201.35,489.8908,819.5388,2046.37,514.5237,2082.61,2901.78,2920.11,2845.47,3086.42,1949.97,807.95,2673.61,2103.45,513.03,1158.45,5542.045,16136.599,21262.911,11856.236,14965.302,7002.837,71529.6,1303.05,179.9572
2018-01-31,201.58,488.4518,808.5255,2022.8,510.8506,2058.2,2874.04,2893.88,2818.04,3042.21,1961.66,806.37,2823.81,2213.24,541.67,1254.59,5674.385,16342.723,21866.994,11992.679,15377.067,6779.91,72658.05,1345.15,183.531
2018-02-28,201.74,488.2604,802.4491,2003.63,509.6988,2044.7,2827.38,2842.4,2782.57,2983.03,1944.99,790.57,2713.83,2117.99,518.08,1195.19,5573.613,16236.387,21464.098,11926.617,14807.789,6302.598,70334.31,1318.38,180.3569
2018-03-30,202.01,489.212,809.9427,2016.48,513.9247,2057.76,2834.54,2852.64,2782.54,2997.77,1933.24,793.55,2640.87,2066.84,505.81,1170.88,5546.184,16154.541,21328.697,11904.355,14725.814,6547.154,72007.81,1325,179.236
2018-04-30,202.29,488.4529,803.5024,2001.48,512.0125,2047.42,2808.24,2823.82,2761.78,2966.73,1945.82,781.94,2648.05,2086.51,509.69,1164.43,5558.886,16203.722,21399.882,11985.558,14761.24,6580.943,73218.25,1315.35,183.8683
2018-05-31,202.6,490.1845,810.6885,2015.76,513.9254,2061.73,2823.29,2840.13,2773.46,2987.24,1945.28,773.46,2705.27,2092.92,508.77,1120.71,5597.773,16373.889,21684.917,12061.301,14727.42,6814.442,78513.18,1298.52,186.4731
2018-06-29,202.92,490.283,810.8873,2013.28,514.8832,2062.73,2806.89,2820.99,2764.69,2957.87,1953.09,765.69,2718.37,2089.3,505.2,1069.52,5581.028,16462.608,21505.483,12053.043,14698.76,7088.39,79169.03,1253.16,179.9539
2018-07-31,203.25,490.2441,807.434,2013.76,515.0244,2060.55,2830.22,2848.86,2782.68,2967.11,1974.4,781.47,2816.29,2153.1,519.82,1087.46,5598.303,16529.934,21641.251,12170.16,14668.668,7144.597,79047.51,1224.09,176.1132
2018-08-31,203.59,491.8149,813.5568,2026.72,516.6072,2073.03,2844.2,2859.71,2800,2992.92,1988.96,766.45,2901.52,2175.5,522.88,1055.96,5653.284,16561.193,21824.577,12174.865,14802.514,7306.834,84158.81,1201.4,172.9951
